GMID,Name,School,Year,L2PA,L2PM,S2PA,S2PM,A3PA,A3PM
10060,Luka Drca,Utah,2009,22,12,9,6,33,10
10061,Marshall Henderson,Utah,2009,14,7,5,3,39,14
10061,Marshall Henderson,Ole Miss,2012,18,8,6,3,54,16
10061,Marshall Henderson,Ole Miss,2013,9,2,7,4,52,18
10062,Matt Read,Utah,2009,3,1,2,1,3,1
10063,Ricky Shoff,Utah,2009,0,0,0,0,2,0
10064,Shawn Glover,Utah,2009,10,3,2,1,5,1
10064,Shawn Glover,Utah,2010,25,8,0,0,34,11
10064,Shawn Glover,Oral Roberts,2012,76,35,15,9,12,2
10064,Shawn Glover,Oral Roberts,2013,133,50,23,16,21,9
10065,Tre Smith,Utah,2009,1,0,0,0,2,2
10067,Josh Sharp,Brigham Young,2011,0,0,2,1,0,0
10067,Josh Sharp,Brigham Young,2012,5,2,2,2,0,0
10067,Josh Sharp,Brigham Young,2013,3,1,4,3,1,0
10067,Josh Sharp,Brigham Young,2014,0,0,2,1,1,1
10075,Curtis Eatmon,Detroit-Mercy,2009,7,3,2,2,4,0
10102,A.J. Davis,Wyoming,2009,19,2,7,6,5,1
10102,A.J. Davis,James Madison,2011,19,5,25,10,40,11
10102,A.J. Davis,James Madison,2012,17,7,12,7,59,20
10103,Adam Waddell,Wyoming,2009,37,14,16,14,0,0
10103,Adam Waddell,Wyoming,2010,19,3,4,3,0,0
10103,Adam Waddell,Wyoming,2011,59,16,37,31,0,0
10104,Afam Muojeke,Wyoming,2009,12,2,7,5,17,2
10104,Afam Muojeke,Wyoming,2010,2,1,0,0,17,5
10104,Afam Muojeke,Wyoming,2011,1,0,1,1,11,1
10105,Amath M'Baye,Wyoming,2009,4,1,10,7,2,0
10105,Amath M'Baye,Wyoming,2010,51,20,17,14,15,3
10105,Amath M'Baye,Oklahoma,2012,30,10,14,10,6,2
10106,Arthur Bouedo,Wyoming,2009,11,2,1,1,14,2
10106,Arthur Bouedo,Wyoming,2010,2,1,1,0,15,4
10106,Arthur Bouedo,Wyoming,2011,11,7,8,5,20,6
10107,Daylen Harrison,Wyoming,2009,2,1,1,0,14,3
10107,Daylen Harrison,Wyoming,2010,11,4,0,0,10,2
10107,Daylen Harrison,Eastern Michigan,2012,54,16,10,2,16,9
10107,Daylen Harrison,Eastern Michigan,2013,30,13,11,7,14,5
10108,Desmar Jackson,Wyoming,2009,35,11,7,6,19,3
10108,Desmar Jackson,Wyoming,2010,37,9,11,8,23,5
10108,Desmar Jackson,Southern Illinois,2012,67,26,20,12,52,17
10108,Desmar Jackson,Southern Illinois,2013,60,26,29,16,39,10
10110,Rob Watsabaugh,Wyoming,2009,0,0,0,0,1,0
10110,Rob Watsabaugh,Wyoming,2011,3,2,4,2,3,1
10111,Ryan Dermody,Wyoming,2009,4,0,0,0,28,9
10120,Eric Platt,Northern Arizona,2009,2,0,0,0,9,4
10120,Eric Platt,Northern Arizona,2010,5,2,3,2,38,15
10125,Aaron Henson,Cal State Northridge,2010,0,0,0,0,0,0
10154,Ricky Harris,Massachusetts,2009,35,13,17,9,43,12
10156,Reggie Holmes,Morgan State,2009,46,16,12,4,53,16
10157,Liam Potter,Sacred Heart,2009,16,7,34,12,0,0
10158,Kevin Palmer,Texas A&M-CC,2009,21,5,26,11,34,10
10159,Jason Love,Xavier,2009,38,17,30,19,0,0
10162,Anthony Johnson (3),Montana,2009,59,22,23,14,46,16
10163,Andy Buechert,Winthrop,2009,29,10,9,5,0,0
10164,Tyren Johnson,Louisiana,2009,1,1,0,0,0,0
10165,Jeremy Evans,Western Kentucky,2009,22,7,20,15,6,2
10166,Jeff Foote,Cornell,2009,40,23,51,35,0,0
10167,Keith Cothran,Rhode Island,2009,50,18,22,10,28,12
10168,Jeremy Lin,Harvard,2009,18,8,23,15,28,7
10169,A.J. Slaughter,Western Kentucky,2009,49,20,23,13,60,19
10170,Myke Henry,Illinois,2011,6,3,1,1,4,1
10170,Myke Henry,Illinois,2012,7,0,1,1,8,2
10170,Myke Henry,DePaul,2014,52,17,22,13,36,17
10170,Myke Henry,DePaul,2015,44,16,19,12,22,9
10171,Ricky Kreklow,Missouri,2010,3,1,0,0,6,3
10171,Ricky Kreklow,California,2012,2,0,1,0,2,0
10171,Ricky Kreklow,California,2013,4,1,1,1,20,8
10171,Ricky Kreklow,Creighton,2014,4,0,10,4,26,12
10178,Edwin Ubiles,Siena,2009,66,31,17,10,18,9
10180,Jonathan Rodriguez,Campbell,2009,17,7,38,18,14,3
10290,Malcolm Thomas (2),Louisiana-Monroe,2009,5,2,1,1,2,0
10291,An'Juan Wilderness,Charlotte,2009,6,4,13,11,1,0
10291,An'Juan Wilderness,Charlotte,2010,28,8,13,7,9,1
10292,Charles Dewhurst,Charlotte,2009,9,1,8,4,4,0
10292,Charles Dewhurst,Charlotte,2010,3,0,2,0,1,1
10293,Chris Braswell,Charlotte,2009,24,3,33,22,2,0
10293,Chris Braswell,Charlotte,2010,37,13,32,24,9,2
10293,Chris Braswell,Charlotte,2011,22,6,32,25,14,4
10293,Chris Braswell,Charlotte,2012,22,6,33,15,9,2
10294,Colby Lewis,Charlotte,2009,0,0,0,0,1,0
10294,Colby Lewis,Charlotte,2010,2,0,0,0,5,1
10294,Colby Lewis,Charlotte,2011,0,0,0,0,0,0
10294,Colby Lewis,Charlotte,2012,1,0,0,0,0,0
10295,Derrio Green,Charlotte,2009,15,4,7,1,65,18
10295,Derrio Green,Charlotte,2010,26,7,20,9,67,15
10295,Derrio Green,Charlotte,2011,4,1,5,1,21,7
10296,Dijuan Harris,Charlotte,2009,22,6,10,4,18,6
10297,Gokhan Sirin,Charlotte,2009,4,0,0,0,10,2
10297,Gokhan Sirin,Charlotte,2010,3,1,0,0,23,10
10298,Ian Andersen,Charlotte,2009,2,1,0,0,16,2
10299,Jamar Briscoe,Charlotte,2010,52,18,8,5,45,21
10299,Jamar Briscoe,Charlotte,2011,21,8,4,2,32,9
10300,Javarris Barnett,Charlotte,2009,4,1,1,0,8,4
10300,Javarris Barnett,Charlotte,2010,15,2,6,4,46,16
10300,Javarris Barnett,Charlotte,2011,23,6,14,6,41,13
10301,K.J. Sherrill,Charlotte,2009,5,1,0,0,0,0
10301,K.J. Sherrill,Charlotte,2010,27,9,8,4,1,0
10301,K.J. Sherrill,Charlotte,2011,12,4,1,0,0,0
10302,Kyle Church,Charlotte,2009,0,0,0,0,0,0
10303,Phil Jones,Charlotte,2009,31,11,11,2,4,2
10303,Phil Jones,Charlotte,2010,13,6,11,9,1,0
10304,RaShad Coleman,Charlotte,2009,2,1,2,1,16,4
10305,Shamarr Bowden,Charlotte,2009,1,0,1,1,20,5
10305,Shamarr Bowden,East Carolina,2011,11,5,9,4,35,14
10305,Shamarr Bowden,East Carolina,2012,3,2,3,2,23,0
10306,Trevin Parks,Charlotte,2009,0,0,0,0,0,0
10336,Dan Fox,Dayton,2009,0,0,0,0,0,0
10337,Devin Searcy,Dayton,2009,4,0,8,7,0,0
10337,Devin Searcy,Dayton,2010,5,4,5,3,0,0
10338,Josh Benson,Dayton,2009,9,4,5,3,0,0
10338,Josh Benson,Dayton,2010,11,7,8,3,0,0
10338,Josh Benson,Dayton,2011,11,4,12,7,0,0
10338,Josh Benson,Dayton,2012,26,8,24,16,1,0
10339,Kurt Huelsman,Dayton,2009,15,5,13,6,0,0
10340,Logan Nourse,Dayton,2009,0,0,0,0,0,0
10340,Logan Nourse,Dayton,2010,0,0,0,0,0,0
10341,London Warren,Dayton,2009,15,4,15,11,2,0
10342,Luke Fabrizius,Dayton,2009,3,0,0,0,21,9
10342,Luke Fabrizius,Dayton,2010,0,0,0,0,15,5
10342,Luke Fabrizius,Dayton,2011,3,2,3,1,19,4
10343,Luke Hendrick,Dayton,2009,1,0,0,0,1,0
10344,Marcus Johnson (2),Dayton,2009,26,11,11,9,30,10
10345,Matt Kavanaugh,Dayton,2009,1,0,6,4,0,0
10345,Matt Kavanaugh,Dayton,2010,2,0,10,7,0,0
10345,Matt Kavanaugh,Dayton,2011,27,9,24,17,0,0
10345,Matt Kavanaugh,Dayton,2013,16,7,19,10,0,0
10346,Paul Williams,Dayton,2009,17,6,3,1,43,14
10346,Paul Williams,Dayton,2010,17,5,11,2,36,14
10346,Paul Williams,Dayton,2011,27,5,9,2,52,17
10347,Peter Zestermann,Dayton,2009,0,0,0,0,0,0
10347,Peter Zestermann,Dayton,2010,1,0,0,0,0,0
10348,Rob Lowery,Dayton,2009,16,6,6,1,22,9
10351,Stephen Thomas,IUPUI,2010,46,15,26,11,20,5
10351,Stephen Thomas,IUPUI,2011,43,8,13,5,38,13
10356,Desmond Adedeji,Stony Brook,2009,2,0,2,0,0,0
10384,Andre Marhold,Duquesne,2009,2,0,2,2,0,0
10384,Andre Marhold,Duquesne,2010,2,2,5,2,0,0
10384,Andre Marhold,Duquesne,2011,19,2,17,12,0,0
10384,Andre Marhold,Duquesne,2012,24,7,17,9,0,0
10385,B.J. Monteiro,Duquesne,2009,28,10,17,9,29,9
10385,B.J. Monteiro,Duquesne,2010,15,3,22,14,26,6
10385,B.J. Monteiro,Duquesne,2011,21,5,46,25,25,8
10386,Chase Robinson,Duquesne,2009,0,0,0,0,2,1
10387,David Theis,Duquesne,2009,1,0,0,0,0,0
10387,David Theis,Duquesne,2010,1,1,0,0,4,2
10388,Eric Evans,Duquesne,2009,34,9,20,9,36,4
10388,Eric Evans,Duquesne,2010,10,1,6,1,17,5
10388,Eric Evans,Duquesne,2011,33,10,10,5,28,8
10389,Jason Duty,Duquesne,2009,3,1,4,2,37,14
10390,Lucas Newton,Duquesne,2009,0,0,0,0,2,2
10391,Melquan Bolding,Duquesne,2009,11,3,3,3,22,3
10391,Melquan Bolding,Fairleigh Dickinson,2011,41,13,10,3,35,10
10391,Melquan Bolding,Fairleigh Dickinson,2012,29,8,30,16,34,5
10392,Oliver Lewinson,Duquesne,2009,1,0,1,0,0,0
10393,Rodrigo Peggau,Duquesne,2009,4,2,2,2,2,0
10393,Rodrigo Peggau,Duquesne,2010,2,0,0,0,0,0
10394,Salim Fauras,Duquesne,2009,0,0,0,0,0,0
10395,Sean Johnson,Duquesne,2009,19,5,9,4,5,1
10395,Sean Johnson,Duquesne,2010,19,8,10,6,19,7
10395,Sean Johnson,Duquesne,2011,39,12,16,6,33,9
10395,Sean Johnson,Duquesne,2012,32,9,14,7,19,9
10397,Shawntez Patterson,Troy,2010,12,4,8,3,14,7
10397,Shawntez Patterson,Alabama State,2012,31,7,3,3,29,11
10404,Scott Grote,Wright State,2009,15,6,8,3,5,1
10411,Ronnie Thomas,Wright State,2009,22,11,7,6,13,3
10435,Alberto Estwick,Fordham,2009,8,3,5,3,26,8
10435,Alberto Estwick,Fordham,2010,12,6,10,4,35,12
10435,Alberto Estwick,Fordham,2011,9,1,2,0,18,8
10436,Brennen Melvin,Fordham,2009,3,0,2,0,4,1
10437,Brenton Butler,Fordham,2009,52,17,16,5,39,13
10437,Brenton Butler,Fordham,2010,43,17,8,4,46,14
10438,Chris Gaston,Fordham,2009,68,25,36,21,5,1
10438,Chris Gaston,Fordham,2010,50,14,28,17,1,0
10438,Chris Gaston,Fordham,2011,62,21,34,15,4,1
10438,Chris Gaston,Fordham,2012,40,15,9,5,0,0
10439,Danny Thompson,Fordham,2009,3,0,2,0,5,1
10440,Fahro Alihodzic,Fordham,2009,25,4,20,7,0,0
10440,Fahro Alihodzic,Fordham,2010,0,0,0,0,0,0
10440,Fahro Alihodzic,UAB,2012,35,11,23,13,1,0
10440,Fahro Alihodzic,UAB,2013,41,15,16,5,0,0
10441,Herb Tanner,Fordham,2009,7,3,1,0,3,0
10442,Jio Fontan,Fordham,2009,9,5,1,0,4,2
10442,Jio Fontan,USC,2010,29,9,10,6,19,9
10442,Jio Fontan,USC,2012,35,15,9,2,21,4
10443,Khiry Gordon,Fordham,2009,0,0,1,1,0,0
10443,Khiry Gordon,Fordham,2010,0,0,0,0,0,0
10444,Kyle Kesses,Fordham,2009,0,0,0,0,0,0
10445,Lance Brown,Fordham,2009,14,2,12,3,11,6
10445,Lance Brown,Quinnipiac,2010,17,11,6,4,4,1
10446,Matt Beck,Fordham,2009,0,0,0,0,0,0
10447,Nicholas Checovich,Fordham,2009,0,0,0,0,1,0
10449,Ryan Hage,Fordham,2009,0,0,0,0,0,0
10449,Ryan Hage,Fordham,2010,1,1,1,0,0,0
10449,Ryan Hage,Fordham,2011,0,0,0,0,0,0
10451,Lamar Thomas,Houston Baptist,2010,18,4,2,0,1,0
10451,Lamar Thomas,Houston Baptist,2011,3,2,0,0,0,0
10451,Lamar Thomas,Houston Baptist,2012,4,2,3,0,1,0
10453,Mike Moore,Hofstra,2010,35,10,20,11,44,14
10453,Mike Moore,Hofstra,2011,45,13,11,5,48,20
10487,Aaron Ware,George Washington,2009,19,3,11,4,4,1
10487,Aaron Ware,George Washington,2010,23,8,15,8,4,1
10487,Aaron Ware,George Washington,2011,41,12,14,7,4,2
10488,Bryan Bynes,George Washington,2009,17,2,2,1,15,4
10488,Bryan Bynes,George Washington,2010,26,11,7,2,28,10
10488,Bryan Bynes,George Washington,2011,28,1,12,3,14,4
10488,Bryan Bynes,George Washington,2012,21,5,14,3,12,2
10489,Damian Hollis,George Washington,2009,33,10,16,8,20,6
10490,David Pellom,George Washington,2009,9,2,2,2,4,1
10490,David Pellom,George Washington,2010,15,1,18,14,6,0
10490,David Pellom,George Washington,2011,17,9,21,14,2,0
10490,David Pellom,Memphis,2013,1,0,12,7,0,0
10491,Daymon Warren,George Washington,2010,4,0,4,3,0,0
10492,Dwayne Smith,George Washington,2009,8,1,8,4,13,4
10492,Dwayne Smith,George Washington,2010,28,6,19,8,19,5
10492,Dwayne Smith,George Washington,2011,24,6,21,11,3,2
10492,Dwayne Smith,George Washington,2012,21,7,18,9,6,4
10493,Hermann Opoku,George Washington,2009,5,1,11,4,0,0
10495,Jabari Edwards,George Washington,2009,4,1,4,3,0,0
10495,Jabari Edwards,George Washington,2010,1,0,1,1,0,0
10495,Jabari Edwards,George Washington,2011,9,1,6,5,0,0
10496,Jeff Alston,George Washington,2009,0,0,0,0,1,0
10497,Joseph Katuka,George Washington,2009,18,9,12,7,0,0
10497,Joseph Katuka,George Washington,2010,37,16,14,11,0,0
10498,Lasan Kromah,George Washington,2009,12,4,12,11,35,12
10498,Lasan Kromah,George Washington,2011,46,15,26,15,30,7
10498,Lasan Kromah,George Washington,2012,22,7,15,11,17,7
10498,Lasan Kromah,Connecticut,2013,27,7,14,6,18,5
10499,Michael Conward,George Washington,2009,0,0,0,0,0,0
10500,Tim Johnson,George Washington,2009,6,3,2,1,6,3
10500,Tim Johnson,George Washington,2010,7,3,3,0,15,4
10500,Tim Johnson,SIU-Edwardsville,2012,27,12,5,3,18,4
10500,Tim Johnson,SIU-Edwardsville,2013,8,3,10,3,19,6
10501,Tony Taylor,George Washington,2009,43,19,7,5,15,4
10501,Tony Taylor,George Washington,2010,72,26,25,14,52,20
10501,Tony Taylor,George Washington,2011,65,18,15,6,29,7
10502,Travis King,George Washington,2009,10,2,1,1,22,9
10502,Travis King,UMBC,2010,3,0,15,11,34,13
10504,Johnny Lee,Lipscomb,2009,4,1,3,1,9,3
10537,Devon White,La Salle,2009,4,0,4,4,0,0
10537,Devon White,La Salle,2010,14,5,8,4,0,0
10537,Devon White,La Salle,2011,20,5,17,7,0,0
10537,Devon White,Niagara,2012,9,3,16,12,0,0
10538,Greg Danish,La Salle,2009,0,0,0,0,0,0
10538,Greg Danish,La Salle,2010,0,0,0,0,2,0
10539,Jerrell Williams,La Salle,2009,22,6,12,4,6,3
10539,Jerrell Williams,La Salle,2010,20,6,17,12,2,0
10540,Kimmani Barrett,La Salle,2009,14,6,9,4,21,8
10541,Parrish Grant,La Salle,2009,4,2,2,1,13,3
10542,Ruben Guillandeaux,La Salle,2009,6,1,0,0,3,2
10542,Ruben Guillandeaux,La Salle,2010,17,8,9,4,23,10
10543,Steve Weingarten,La Salle,2009,1,0,6,2,16,7
10543,Steve Weingarten,La Salle,2010,11,7,7,6,3,0
10544,T.T. Carey,La Salle,2009,1,1,0,0,2,0
10544,T.T. Carey,Longwood,2011,28,12,9,4,35,14
10544,T.T. Carey,Longwood,2012,28,6,6,5,60,22
10544,T.T. Carey,Longwood,2013,30,12,10,4,49,15
10545,Terrell Williams,La Salle,2009,2,0,1,1,0,0
10546,Yves Mekongo-Mbala,La Salle,2009,33,9,17,10,11,1
10548,Darryl Partin,Boston University,2010,44,19,12,6,46,21
10548,Darryl Partin,Boston University,2011,57,24,15,11,55,10
10551,Kyle Griffin,Siena,2009,1,0,1,0,3,1
10551,Kyle Griffin,Siena,2010,0,0,3,2,3,0
10553,Brian Grimes,Columbia,2009,31,11,17,6,3,0
10553,Brian Grimes,Columbia,2010,10,2,9,4,0,0
10581,David Gibbs,Massachusetts,2009,2,0,5,2,12,1
10582,Freddie Riley,Massachusetts,2009,14,8,1,1,48,16
10582,Freddie Riley,Massachusetts,2010,8,3,3,2,18,4
10582,Freddie Riley,Massachusetts,2011,7,3,3,1,18,4
10582,Freddie Riley,Massachusetts,2012,10,0,1,0,28,11
10583,Gary Correia,Massachusetts,2009,5,1,4,2,20,7
10583,Gary Correia,Massachusetts,2010,3,0,2,1,21,4
10584,Javorn Farrell,Massachusetts,2009,14,3,4,1,6,3
10584,Javorn Farrell,Massachusetts,2010,16,8,23,10,7,1
10584,Javorn Farrell,Massachusetts,2011,13,3,15,7,13,6
10584,Javorn Farrell,Texas-RGV,2013,32,9,22,11,29,3
10585,Lex Mongo,Massachusetts,2009,0,0,0,0,0,0
10586,Matt Hill (2),Massachusetts,2009,1,0,1,0,4,0
10586,Matt Hill (2),Massachusetts,2010,0,0,1,1,4,1
10586,Matt Hill (2),Massachusetts,2011,0,0,0,0,1,0
10587,Raphiael Putney,Massachusetts,2010,2,2,6,5,13,3
10587,Raphiael Putney,Massachusetts,2011,7,2,13,6,28,10
10587,Raphiael Putney,Massachusetts,2012,6,3,6,2,13,5
10587,Raphiael Putney,Massachusetts,2013,8,2,16,12,21,9
10588,Sampson Carter,Massachusetts,2009,6,0,13,5,15,4
10588,Sampson Carter,Massachusetts,2010,6,2,19,6,18,3
10588,Sampson Carter,Massachusetts,2011,3,1,4,2,4,1
10588,Sampson Carter,Massachusetts,2012,6,4,11,5,11,1
10588,Sampson Carter,Massachusetts,2013,11,3,10,6,22,6
10590,Matt Glass,Vermont,2010,40,18,11,5,21,7
10590,Matt Glass,Vermont,2011,52,24,24,15,37,16
10591,Travon Wilcher,Maine,2009,0,0,1,0,0,0
10591,Travon Wilcher,Maine,2010,0,0,1,1,0,0
10591,Travon Wilcher,Maine,2011,1,0,2,1,1,0
10595,Max Groebe,Cornell,2009,4,0,0,0,12,8
10595,Max Groebe,Cornell,2010,11,1,5,2,29,7
10595,Max Groebe,Cornell,2011,0,0,0,0,10,1
10597,Papa Lo,Bryant,2009,12,3,7,4,0,0
10597,Papa Lo,Bryant,2010,4,2,0,0,0,0
10599,Trey Lang,Massachusetts,2009,0,0,0,0,0,0
10599,Trey Lang,Massachusetts,2010,0,0,1,1,0,0
10631,Akeem Richmond,Rhode Island,2009,7,3,7,3,46,19
10631,Akeem Richmond,Rhode Island,2010,14,5,4,1,62,15
10631,Akeem Richmond,East Carolina,2012,8,2,1,0,55,23
10631,Akeem Richmond,East Carolina,2013,9,4,5,2,53,21
10632,Delroy James,Rhode Island,2009,31,5,27,10,49,12
10632,Delroy James,Rhode Island,2010,52,18,55,34,45,9
10633,Jamal Wilson,Rhode Island,2009,5,3,4,2,2,0
10633,Jamal Wilson,Rhode Island,2010,18,4,5,1,5,1
10633,Jamal Wilson,Rhode Island,2011,18,6,9,3,9,1
10634,Lamonte Ulmer,Rhode Island,2009,33,14,17,12,19,5
10636,Marquis Jones,Rhode Island,2009,10,5,18,5,33,12
10636,Marquis Jones,Rhode Island,2010,31,12,27,12,37,16
10638,Nikola Malesevic,Rhode Island,2009,0,0,2,1,4,1
10638,Nikola Malesevic,Rhode Island,2010,23,11,14,9,40,17
10638,Nikola Malesevic,Rhode Island,2011,23,7,10,8,22,5
10638,Nikola Malesevic,Rhode Island,2012,30,8,29,12,35,11
10639,Orion Outerbridge,Rhode Island,2009,47,16,13,8,0,0
10639,Orion Outerbridge,Rhode Island,2010,22,10,14,8,3,2
10639,Orion Outerbridge,Rhode Island,2011,49,20,9,6,25,5
10640,Ryan Brooks,Rhode Island,2009,3,0,4,2,0,0
10640,Ryan Brooks,Rhode Island,2010,2,0,13,8,0,0
10640,Ryan Brooks,Rhode Island,2011,4,0,1,1,0,0
10640,Ryan Brooks,Rhode Island,2012,11,2,8,3,0,0
10641,Stevie Mejia,Rhode Island,2009,10,2,8,1,7,2
10641,Stevie Mejia,Hofstra,2011,18,5,5,2,15,7
10641,Stevie Mejia,Hofstra,2012,46,14,16,7,33,10
10642,Will Martell,Rhode Island,2009,30,11,29,21,0,0
10642,Will Martell,Rhode Island,2010,34,9,18,10,1,0
10647,Hakim McCullar,Delaware,2009,36,16,12,5,0,0
10647,Hakim McCullar,Delaware,2010,20,6,8,4,0,0
10647,Hakim McCullar,Delaware,2011,15,1,2,2,0,0
10653,Jonathan Cruz,Quinnipiac,2009,14,6,16,10,1,0
10654,Terence Grier,Fairleigh Dickinson,2009,19,2,24,9,24,5
10654,Terence Grier,Fairleigh Dickinson,2010,31,9,20,7,19,7
10679,Conor Smith,Richmond,2009,0,0,0,0,2,0
10679,Conor Smith,Richmond,2010,0,0,0,0,2,0
10679,Conor Smith,Richmond,2011,0,0,2,1,6,2
10680,Dan Geriot,Richmond,2009,23,8,16,4,8,2
10680,Dan Geriot,Richmond,2010,32,14,10,6,26,11
10681,Darien Brothers,Richmond,2009,4,1,1,1,2,1
10681,Darien Brothers,Richmond,2010,22,4,10,7,37,18
10681,Darien Brothers,Richmond,2011,34,17,12,4,42,16
10681,Darien Brothers,Richmond,2012,32,8,18,5,46,15
10682,Darrius Garrett,Richmond,2009,6,3,10,5,1,1
10682,Darrius Garrett,Richmond,2010,7,0,8,3,2,0
10682,Darrius Garrett,Richmond,2011,11,1,15,6,5,2
10683,Francis-Cedric Martel,Richmond,2009,6,1,2,1,6,3
10683,Francis-Cedric Martel,Richmond,2010,18,6,8,7,18,7
10683,Francis-Cedric Martel,Richmond,2011,12,4,12,5,21,6
10684,Greg Robbins,Richmond,2009,0,0,1,0,5,1
10684,Greg Robbins,Richmond,2010,2,2,0,0,4,0
10684,Greg Robbins,Richmond,2011,7,2,9,6,15,5
10684,Greg Robbins,Richmond,2012,25,12,18,12,29,11
10685,Jonathan Benjamin,Richmond,2009,0,0,0,0,0,0
10685,Jonathan Benjamin,Richmond,2011,1,0,0,0,0,0
10685,Jonathan Benjamin,Richmond,2012,0,0,0,0,0,0
10686,Josh Duinker,Richmond,2009,3,1,2,0,2,1
10686,Josh Duinker,Richmond,2010,4,1,5,4,8,1
10686,Josh Duinker,Richmond,2011,13,7,8,6,10,3
10687,Justin Harper,Richmond,2009,14,6,19,11,21,3
10687,Justin Harper,Richmond,2010,47,18,15,9,44,19
10688,Kevin Hovde,Richmond,2010,0,0,2,1,3,0
10689,Kevin Smith,Richmond,2009,7,2,4,3,4,2
10689,Kevin Smith,Richmond,2010,10,5,15,8,8,3
10690,Liam Billings,Richmond,2011,0,0,0,0,1,0
10691,Zak Estes,Richmond,2009,0,0,0,0,0,0
10691,Zak Estes,Richmond,2010,0,0,0,0,0,0
10691,Zak Estes,Richmond,2011,0,0,0,0,0,0
10698,Brian Morris,Towson,2009,9,1,7,3,8,2
10698,Brian Morris,Towson,2010,14,7,12,7,22,7
10699,David Brewster,Towson,2009,5,0,0,0,6,4
10723,A.J. Rogers,Saint Joseph's,2009,0,0,0,0,0,0
10723,A.J. Rogers,Norfolk State,2011,10,4,14,7,0,0
10723,A.J. Rogers,Norfolk State,2012,10,3,2,1,0,0
10724,Bryant Irwin,Saint Joseph's,2009,11,3,3,2,15,2
10724,Bryant Irwin,Furman,2011,23,5,8,6,47,15
10724,Bryant Irwin,Furman,2012,22,7,12,7,39,10
10725,C.J. Brown,Saint Joseph's,2009,0,0,0,0,0,0
10726,Carl Baptiste,Saint Joseph's,2009,13,5,5,3,1,0
10726,Carl Baptiste,Saint Joseph's,2010,4,0,4,3,0,0
10726,Carl Baptiste,Delaware,2012,11,5,8,7,0,0
10726,Carl Baptiste,Delaware,2013,46,18,34,22,0,0
10727,Carl Jones,Saint Joseph's,2009,20,8,15,7,33,7
10727,Carl Jones,Saint Joseph's,2010,64,17,32,14,46,16
10727,Carl Jones,Saint Joseph's,2011,50,18,29,17,58,15
10727,Carl Jones,Saint Joseph's,2012,43,14,15,8,67,25
10728,Charoy Bentley,Saint Joseph's,2009,1,0,4,2,8,4
10728,Charoy Bentley,Saint Joseph's,2010,10,2,4,1,28,8
10729,Chris Prescott,Saint Joseph's,2009,11,6,3,0,30,8
10729,Chris Prescott,Saint Peter's,2011,24,7,12,5,59,16
10729,Chris Prescott,Saint Peter's,2012,6,0,1,1,15,4
10730,Darrin Govens,Saint Joseph's,2009,23,7,10,4,55,19
10731,Garrett Williamson,Saint Joseph's,2009,20,7,15,8,18,5
10732,Idris Hilliard,Saint Joseph's,2009,40,16,17,8,2,0
10732,Idris Hilliard,Saint Joseph's,2010,47,24,16,11,14,3
10733,Justin Crosgile,Saint Joseph's,2009,7,1,5,2,23,7
10733,Justin Crosgile,Saint Joseph's,2010,9,2,3,1,20,4
10733,Justin Crosgile,Eastern Washington,2012,7,1,11,5,15,8
10733,Justin Crosgile,UTEP,2013,6,1,1,1,19,7
10735,Temi Adebayo,Saint Joseph's,2009,0,0,0,0,0,0
10736,Todd O'Brien,Saint Joseph's,2009,23,6,18,6,0,0
10736,Todd O'Brien,Saint Joseph's,2010,6,3,3,2,0,0
10741,Alvin Mofunanya,Fairleigh Dickinson,2009,44,11,32,17,0,0
10743,Jawan Carter,Delaware,2009,35,12,14,7,71,22
10743,Jawan Carter,Delaware,2010,31,7,15,10,67,24
10765,Christian Salecich,Saint Louis,2009,25,9,8,4,46,11
10765,Christian Salecich,Saint Louis,2010,6,1,3,2,12,3
10765,Christian Salecich,SIU-Edwardsville,2013,13,4,9,4,42,13
10766,Cody Ellis,Saint Louis,2009,26,7,8,7,52,12
10766,Cody Ellis,Saint Louis,2010,10,2,6,5,24,7
10766,Cody Ellis,Saint Louis,2011,17,6,13,8,58,19
10766,Cody Ellis,Saint Louis,2012,21,4,17,7,62,17
10767,Cory Remekun,Saint Louis,2009,14,4,10,5,0,0
10767,Cory Remekun,Saint Louis,2010,18,4,13,10,0,0
10767,Cory Remekun,Saint Louis,2011,6,1,9,7,0,0
10767,Cory Remekun,Saint Louis,2012,13,3,22,14,0,0
10768,Darrin Young,Saint Louis,2009,0,0,0,0,0,0
10769,Femi John,Saint Louis,2009,10,4,1,0,17,4
10770,Jeff Reid,Saint Louis,2009,0,0,1,1,1,0
10771,Jon Smith,Saint Louis,2009,6,2,9,7,0,0
10771,Jon Smith,Ohio,2011,5,1,10,7,0,0
10771,Jon Smith,Ohio,2012,5,2,16,13,0,0
10771,Jon Smith,Ohio,2013,17,6,25,18,0,0
10772,Justin Jordan,Saint Louis,2009,17,2,5,3,25,12
10772,Justin Jordan,Fort Wayne,2011,3,0,6,1,11,3
10773,Kwamain Mitchell,Saint Louis,2009,41,14,30,19,52,16
10773,Kwamain Mitchell,Saint Louis,2011,9,3,29,13,47,19
10773,Kwamain Mitchell,Saint Louis,2012,9,1,12,3,25,7
10774,Kyle Cassity,Saint Louis,2009,16,7,14,8,46,16
10774,Kyle Cassity,Saint Louis,2010,13,4,11,8,29,8
10774,Kyle Cassity,Saint Louis,2011,8,4,2,2,21,7
