GMID,Name,School,Year,Position,PercShotS2P,S2PPer,PercS2PAinT,DunkA,PercDunkinT,PercShotl2P,L2PPer,PercL2PAinT,A3P,PercShot3P,ThreePer,Perc3PAinT
24183,Jahii Carson,Arizona State,2013,Guard,70.02%,47.70%,58.01%,66.10%,NR,74.77%,38.11%,75.54%,77.36%,9.41%,93.12%,73.76%
24194,Jamal Branch,Texas A&M,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
24194,Jamal Branch,St. John's,2012,Guard,62.54%,64.82%,62.47%,0.00%,NR,92.86%,28.62%,78.92%,22.79%,NR,NR,NR
24194,Jamal Branch,St. John's,2013,Guard,56.63%,57.20%,88.84%,0.00%,NR,86.05%,37.14%,84.72%,40.83%,NR,NR,NR
24194,Jamal Branch,St. John's,2014,Guard,67.33%,29.91%,76.57%,0.00%,NR,72.67%,56.39%,90.48%,43.70%,NR,NR,NR
24197,Chris Jones (2),Louisville,2013,Guard,44.61%,30.43%,86.99%,0.00%,NR,63.58%,35.32%,56.18%,78.44%,38.49%,39.15%,74.81%
24197,Chris Jones (2),Louisville,2014,Guard,20.95%,48.84%,78.20%,0.00%,NR,94.16%,52.15%,84.38%,73.62%,26.12%,31.04%,47.72%
24199,Chasson Randle,Stanford,2011,Guard,42.38%,35.52%,50.49%,36.20%,NR,26.71%,68.23%,45.01%,94.21%,54.92%,82.96%,61.94%
24199,Chasson Randle,Stanford,2012,Guard,39.89%,25.56%,31.89%,0.00%,NR,69.62%,73.97%,67.24%,83.52%,39.29%,79.01%,42.10%
24199,Chasson Randle,Stanford,2013,Guard,68.55%,49.11%,60.51%,54.29%,NR,57.30%,86.96%,66.71%,81.81%,19.64%,39.97%,25.69%
24199,Chasson Randle,Stanford,2014,Guard,45.39%,29.29%,53.61%,54.29%,NR,57.69%,50.72%,47.78%,91.68%,40.60%,42.93%,34.32%
24203,"Gary Bell, Jr.",Gonzaga,2011,Guard,44.22%,67.79%,63.47%,54.29%,NR,58.17%,63.00%,82.29%,77.36%,41.48%,83.17%,59.55%
24203,"Gary Bell, Jr.",Gonzaga,2012,Guard,43.12%,15.96%,85.02%,0.00%,NR,44.69%,36.40%,74.15%,78.44%,47.86%,52.16%,52.93%
24203,"Gary Bell, Jr.",Gonzaga,2013,Guard,24.85%,49.43%,33.95%,0.00%,NR,NR,NR,NR,88.81%,74.97%,83.03%,82.83%
24203,"Gary Bell, Jr.",Gonzaga,2014,Guard,27.59%,15.33%,43.44%,0.00%,NR,NR,NR,NR,87.31%,75.40%,78.07%,76.88%
24210,Ty Johnson,Villanova,2011,Guard,39.24%,40.22%,48.56%,0.00%,NR,95.37%,48.44%,86.67%,27.47%,NR,NR,NR
24210,Ty Johnson,South Carolina,2013,Guard,79.54%,2.23%,83.34%,0.00%,NR,80.09%,13.64%,90.18%,17.42%,NR,NR,NR
24210,Ty Johnson,South Carolina,2014,Guard,69.75%,46.09%,82.81%,66.10%,NR,76.42%,30.03%,61.32%,50.98%,8.95%,25.91%,8.18%
24212,Myles Mack,Rutgers,2011,Guard,66.95%,42.51%,92.36%,0.00%,NR,NR,NR,NR,77.36%,40.57%,55.88%,47.69%
24212,Myles Mack,Rutgers,2012,Guard,62.54%,48.95%,85.44%,0.00%,NR,NR,NR,NR,86.66%,47.46%,97.15%,78.47%
24212,Myles Mack,Rutgers,2013,Guard,50.23%,31.55%,62.30%,0.00%,NR,31.94%,56.98%,61.32%,92.14%,46.03%,56.67%,58.29%
24212,Myles Mack,Rutgers,2014,Guard,42.17%,64.82%,71.61%,0.00%,NR,65.52%,33.30%,79.10%,83.52%,39.29%,19.74%,36.95%
24213,Naadir Tharpe,Kansas,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
24213,Naadir Tharpe,Kansas,2012,Guard,25.20%,5.82%,53.98%,0.00%,NR,76.67%,56.39%,74.15%,63.08%,47.22%,18.22%,38.32%
24213,Naadir Tharpe,Kansas,2013,Guard,25.12%,74.73%,71.80%,0.00%,NR,73.88%,68.23%,76.26%,72.16%,48.67%,73.75%,43.52%
24215,Ryan Boatright,Connecticut,2011,Guard,54.81%,77.43%,50.07%,92.47%,100.00%,70.43%,21.57%,74.63%,61.20%,24.69%,54.48%,58.03%
24215,Ryan Boatright,Connecticut,2012,Guard,43.99%,80.90%,78.29%,93.96%,46.81%,71.19%,87.36%,47.84%,77.36%,33.71%,33.48%,61.62%
24215,Ryan Boatright,Connecticut,2013,Guard,62.63%,28.22%,70.31%,95.21%,43.53%,57.31%,89.13%,33.51%,77.36%,27.02%,66.00%,52.15%
24215,Ryan Boatright,Connecticut,2014,Guard,37.95%,56.88%,44.87%,90.33%,100.00%,61.13%,48.91%,63.47%,90.71%,44.95%,57.90%,39.76%
24219,Andre Hollins,Minnesota,2011,Guard,31.26%,45.85%,34.15%,0.00%,NR,79.45%,69.69%,64.45%,67.72%,40.05%,51.11%,24.61%
24219,Andre Hollins,Minnesota,2012,Guard,23.93%,74.91%,83.03%,74.54%,NR,82.27%,70.17%,74.23%,85.03%,43.35%,80.30%,28.34%
24219,Andre Hollins,Minnesota,2013,Guard,19.17%,71.03%,61.50%,0.00%,NR,76.86%,18.62%,84.74%,90.71%,52.44%,64.11%,62.61%
24219,Andre Hollins,Minnesota,2014,Guard,17.43%,42.33%,87.95%,54.29%,NR,78.10%,54.94%,85.59%,95.29%,52.88%,43.09%,64.86%
24223,Trey Burke,Michigan,2011,Guard,45.34%,65.28%,62.73%,36.20%,NR,81.32%,48.44%,55.53%,73.62%,25.05%,56.50%,22.36%
24223,Trey Burke,Michigan,2012,Guard,26.12%,84.41%,76.27%,92.47%,100.00%,89.87%,72.80%,75.22%,94.21%,31.43%,74.72%,67.19%
24224,Kedren Johnson,Vanderbilt,2011,Guard,62.54%,25.56%,49.21%,0.00%,NR,NR,NR,NR,46.15%,NR,NR,NR
24224,Kedren Johnson,Vanderbilt,2012,Guard,35.69%,74.35%,10.76%,36.20%,NR,74.56%,28.05%,55.22%,72.16%,39.69%,51.11%,18.72%
24224,Kedren Johnson,Memphis,2014,Guard,24.78%,0.44%,28.26%,0.00%,NR,NR,NR,NR,61.20%,51.86%,11.16%,59.50%
24224,Kedren Johnson,Memphis,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
24225,Tracy Abrams,Illinois,2011,Guard,78.02%,45.85%,38.30%,36.20%,NR,NR,NR,NR,27.47%,NR,NR,NR
24225,Tracy Abrams,Illinois,2012,Guard,65.65%,58.36%,60.45%,0.00%,NR,76.86%,21.86%,75.25%,63.08%,12.13%,18.22%,16.95%
24225,Tracy Abrams,Illinois,2013,Guard,35.26%,10.77%,34.77%,0.00%,NR,94.19%,30.38%,84.79%,63.08%,13.39%,5.70%,18.07%
24225,Tracy Abrams,Illinois,2016,Guard,24.36%,39.10%,48.99%,0.00%,NR,82.26%,86.96%,77.97%,70.78%,42.35%,10.96%,24.64%
24228,Joe Coleman,Minnesota,2011,Guard,78.02%,54.52%,14.31%,80.54%,NR,87.12%,7.44%,59.28%,10.38%,NR,NR,NR
24228,Joe Coleman,Minnesota,2012,Guard,77.13%,88.30%,48.56%,96.83%,29.40%,85.74%,21.72%,40.20%,22.79%,NR,NR,NR
24228,Joe Coleman,Saint Mary's,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
24229,Kevin Ware,Louisville,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
24229,Kevin Ware,Louisville,2012,Guard,83.57%,64.82%,77.29%,74.54%,NR,NR,NR,NR,17.42%,NR,NR,NR
24229,Kevin Ware,Louisville,2013,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
24229,Kevin Ware,Georgia State,2014,Guard,84.09%,49.43%,46.64%,66.10%,NR,NR,NR,NR,46.15%,NR,NR,NR
24229,Kevin Ware,Georgia State,2015,Guard,74.29%,16.22%,61.63%,66.10%,NR,68.59%,56.98%,29.26%,48.63%,NR,NR,NR
24232,Terry Whisnant,Florida State,2011,Guard,NR,NR,NR,66.10%,NR,NR,NR,NR,48.63%,NR,NR,NR
24232,Terry Whisnant,Florida State,2012,Guard,20.55%,40.22%,91.08%,36.20%,NR,NR,NR,NR,72.16%,69.83%,73.75%,61.62%
24232,Terry Whisnant,East Carolina,2014,Guard,22.24%,68.09%,72.45%,66.10%,NR,31.33%,72.72%,66.71%,95.64%,70.05%,28.22%,62.47%
24238,Damien Leonard,South Carolina,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,92.14%,92.04%,30.12%,71.17%
24238,Damien Leonard,South Carolina,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,67.72%,89.93%,33.48%,67.08%
24250,Rodney Purvis,NC State,2012,Guard,78.02%,27.78%,88.92%,88.03%,30.50%,46.64%,48.44%,90.29%,67.72%,13.39%,77.18%,62.47%
24250,Rodney Purvis,Connecticut,2014,Guard,68.89%,65.03%,78.20%,84.78%,20.69%,34.95%,72.72%,37.33%,76.09%,28.70%,51.11%,24.65%
24250,Rodney Purvis,Connecticut,2015,Guard,73.49%,56.91%,82.84%,97.42%,45.36%,13.98%,86.96%,39.83%,83.52%,31.04%,19.74%,34.37%
24250,Rodney Purvis,Connecticut,2016,Guard,66.23%,58.29%,83.30%,95.21%,32.38%,NR,NR,NR,79.63%,37.95%,77.69%,9.21%
24257,Archie Goodwin,Kentucky,2012,Guard,84.13%,54.61%,52.54%,99.54%,36.75%,47.67%,37.81%,45.09%,57.32%,5.72%,51.11%,47.95%
24261,L.J. Rose,Baylor,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
24261,L.J. Rose,Houston,2013,Guard,42.38%,27.03%,77.43%,0.00%,NR,87.20%,61.89%,65.88%,55.29%,21.36%,55.88%,43.52%
24261,L.J. Rose,Houston,2014,Guard,26.06%,88.30%,38.14%,0.00%,NR,NR,NR,NR,61.20%,48.74%,19.74%,37.40%
24261,L.J. Rose,Houston,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
24261,L.J. Rose,Brigham Young,2016,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
24262,Marcus Paige,North Carolina,2012,Guard,4.95%,7.18%,82.98%,0.00%,NR,94.57%,49.45%,93.94%,80.84%,44.20%,33.90%,71.78%
24262,Marcus Paige,North Carolina,2013,Guard,6.58%,87.94%,81.32%,54.29%,NR,89.09%,73.12%,90.18%,97.28%,54.97%,36.82%,78.15%
24262,Marcus Paige,North Carolina,2014,Guard,4.10%,52.53%,38.51%,0.00%,NR,85.74%,86.96%,86.45%,97.63%,65.37%,54.51%,63.88%
24262,Marcus Paige,North Carolina,2015,Guard,12.99%,45.85%,86.99%,66.10%,NR,63.60%,88.53%,91.91%,96.17%,67.09%,62.28%,87.10%
24263,Yogi Ferrell,Indiana,2012,Guard,49.66%,51.71%,49.21%,0.00%,NR,39.36%,48.44%,52.85%,77.36%,44.95%,33.48%,89.41%
24263,Yogi Ferrell,Indiana,2013,Guard,14.48%,40.22%,33.95%,0.00%,NR,41.32%,48.91%,79.17%,99.52%,72.81%,65.25%,89.48%
24263,Yogi Ferrell,Indiana,2014,Guard,26.13%,56.26%,11.17%,0.00%,NR,42.50%,73.40%,58.24%,94.97%,64.43%,40.29%,64.14%
24263,Yogi Ferrell,Indiana,2015,Guard,24.85%,38.17%,25.12%,0.00%,NR,35.91%,30.03%,46.49%,98.55%,66.87%,93.32%,88.64%
24269,D'Vauntes Smith-Rivera,Georgetown,2012,Guard,33.99%,86.01%,18.31%,0.00%,NR,NR,NR,NR,64.83%,54.28%,16.00%,24.61%
24269,D'Vauntes Smith-Rivera,Georgetown,2013,Guard,11.70%,66.47%,20.12%,0.00%,NR,76.46%,69.84%,45.23%,93.43%,59.67%,74.11%,75.80%
24269,D'Vauntes Smith-Rivera,Georgetown,2014,Guard,6.42%,90.34%,14.28%,0.00%,NR,70.07%,33.08%,34.66%,91.68%,70.86%,53.00%,61.05%
24269,D'Vauntes Smith-Rivera,Georgetown,2015,Guard,12.48%,40.22%,17.39%,0.00%,NR,42.50%,37.60%,33.72%,97.39%,73.89%,25.91%,69.35%
24274,Ryan Arcidiacono,Villanova,2012,Guard,8.52%,6.84%,83.12%,0.00%,NR,48.13%,68.23%,68.61%,93.78%,75.80%,59.57%,53.07%
24274,Ryan Arcidiacono,Villanova,2013,Guard,NR,NR,NR,0.00%,NR,68.59%,98.12%,81.54%,94.21%,76.27%,25.91%,74.97%
24274,Ryan Arcidiacono,Villanova,2014,Guard,8.56%,40.22%,36.54%,0.00%,NR,60.02%,86.96%,37.51%,85.03%,72.41%,73.75%,62.19%
24274,Ryan Arcidiacono,Villanova,2015,Guard,27.73%,81.28%,52.62%,0.00%,NR,48.25%,13.82%,30.81%,89.43%,57.67%,55.88%,41.76%
24275,Marcus Smart,Oklahoma State,2012,Guard,62.54%,52.18%,45.96%,93.96%,29.21%,45.25%,73.12%,26.67%,78.44%,32.74%,39.15%,45.47%
24275,Marcus Smart,Oklahoma State,2013,Guard,44.65%,46.20%,16.57%,90.33%,15.85%,NR,NR,NR,89.43%,55.75%,51.11%,63.02%
24282,J-Mychal Reese,Texas A&M,2012,Guard,56.89%,12.15%,71.07%,0.00%,NR,82.69%,48.44%,43.78%,46.15%,NR,NR,NR
24282,J-Mychal Reese,Texas A&M,2013,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
24282,J-Mychal Reese,North Texas,2015,Guard,40.74%,66.19%,73.19%,36.20%,NR,79.45%,48.44%,53.70%,84.25%,29.92%,70.37%,66.68%
24282,J-Mychal Reese,North Texas,2016,Guard,38.18%,64.82%,36.54%,0.00%,NR,92.57%,36.40%,65.21%,53.30%,16.32%,94.65%,37.36%
24283,Braxton Ogbueze,Florida,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
24283,Braxton Ogbueze,Charlotte,2014,Guard,27.52%,34.04%,62.47%,0.00%,NR,88.71%,70.11%,63.44%,61.20%,31.89%,94.06%,11.14%
24283,Braxton Ogbueze,Charlotte,2015,Guard,4.24%,41.27%,85.25%,0.00%,NR,49.54%,62.45%,59.60%,98.55%,78.82%,93.90%,66.72%
24283,Braxton Ogbueze,Charlotte,2016,Guard,8.11%,40.22%,81.32%,0.00%,NR,NR,NR,NR,88.81%,78.17%,72.73%,51.16%
24284,Michael Frazier,Florida,2012,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,64.83%,83.71%,84.51%,29.23%
24284,Michael Frazier,Florida,2013,Guard,12.59%,67.79%,45.86%,0.00%,NR,NR,NR,NR,94.97%,87.65%,93.12%,51.49%
24284,Michael Frazier,Florida,2014,Guard,14.23%,41.27%,28.41%,0.00%,NR,NR,NR,NR,92.14%,79.63%,63.11%,75.89%
24286,Torian Graham,Arizona State,2016,Guard,22.64%,81.13%,20.55%,98.89%,16.07%,63.66%,69.69%,53.23%,94.51%,56.61%,84.11%,28.51%
24297,Omar Calhoun,Connecticut,2012,Guard,34.40%,64.82%,59.69%,0.00%,NR,NR,NR,NR,70.78%,55.41%,77.98%,44.41%
24297,Omar Calhoun,Connecticut,2013,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,57.32%,65.62%,28.18%,43.89%
24297,Omar Calhoun,Connecticut,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,59.37%,76.00%,25.91%,37.98%
24297,Omar Calhoun,Connecticut,2015,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,61.20%,82.22%,84.08%,52.46%
24299,Katin Reinhardt,UNLV,2012,Guard,11.55%,57.53%,91.56%,36.20%,NR,44.79%,62.45%,68.25%,98.55%,74.89%,56.63%,91.66%
24299,Katin Reinhardt,USC,2014,Guard,19.81%,14.42%,53.69%,0.00%,NR,49.23%,87.36%,44.19%,97.06%,66.88%,70.42%,90.86%
24299,Katin Reinhardt,USC,2015,Guard,10.99%,30.31%,25.00%,0.00%,NR,48.22%,62.45%,62.32%,98.11%,73.79%,72.33%,91.67%
24299,Katin Reinhardt,Marquette,2016,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,82.68%,78.76%,66.19%,49.21%
24300,James Robinson,Pittsburgh,2012,Guard,83.85%,12.24%,87.22%,0.00%,NR,78.97%,21.31%,54.26%,10.38%,NR,NR,NR
24300,James Robinson,Pittsburgh,2013,Guard,56.83%,29.91%,82.98%,0.00%,NR,87.99%,73.40%,61.40%,40.83%,NR,NR,NR
24300,James Robinson,Pittsburgh,2014,Guard,67.02%,14.79%,88.04%,0.00%,NR,68.96%,37.14%,28.07%,53.30%,16.32%,8.70%,11.01%
24300,James Robinson,Pittsburgh,2015,Guard,39.26%,12.44%,78.23%,0.00%,NR,88.32%,55.17%,65.91%,66.31%,23.49%,25.91%,22.13%
24306,Andrew Harrison,Kentucky,2013,Guard,65.38%,14.32%,47.16%,0.00%,NR,55.80%,18.79%,29.05%,70.78%,24.23%,65.66%,51.90%
24306,Andrew Harrison,Kentucky,2014,Guard,68.18%,28.22%,77.58%,80.54%,NR,NR,NR,NR,61.20%,26.67%,54.48%,28.97%
24317,Kasey Hill,Florida,2013,Guard,83.57%,55.41%,85.36%,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
24317,Kasey Hill,Florida,2014,Guard,92.44%,34.04%,59.69%,54.29%,NR,NR,NR,NR,40.83%,NR,NR,NR
24317,Kasey Hill,Florida,2015,Guard,79.46%,55.42%,76.37%,95.21%,43.53%,48.22%,62.45%,57.11%,64.83%,10.90%,27.29%,71.52%
24317,Kasey Hill,Florida,2016,Guard,73.43%,69.46%,82.38%,84.78%,100.00%,86.62%,49.45%,81.47%,38.10%,NR,NR,NR
24325,Solomon Poole,Georgia Tech,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,40.83%,NR,NR,NR
24325,Solomon Poole,Georgia Tech,2013,Guard,NR,NR,NR,84.78%,44.60%,NR,NR,NR,61.20%,67.02%,34.84%,71.85%
24325,Solomon Poole,Florida Atlantic,2014,Guard,39.73%,26.80%,72.91%,74.54%,NR,57.69%,33.08%,31.63%,73.62%,45.10%,70.37%,37.47%
24325,Solomon Poole,Florida Atlantic,2015,Guard,54.61%,76.84%,41.42%,0.00%,NR,NR,NR,NR,59.37%,47.22%,12.21%,23.00%
24326,Phillip Taylor,Florida International,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
24326,Phillip Taylor,Florida International,2011,Guard,39.70%,25.56%,78.04%,0.00%,NR,72.02%,89.13%,66.04%,77.36%,38.02%,93.12%,24.28%
24337,Ify Umodu,Northern Arizona,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
24338,Matt Cline,South Alabama,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
24345,Kevin Pangos,Gonzaga,2011,Guard,17.87%,66.47%,41.00%,0.00%,NR,42.96%,48.44%,62.73%,92.14%,69.92%,63.11%,49.74%
24345,Kevin Pangos,Gonzaga,2012,Guard,19.79%,34.04%,29.76%,0.00%,NR,44.50%,86.96%,62.26%,85.03%,68.59%,65.03%,50.82%
24345,Kevin Pangos,Gonzaga,2013,Guard,23.37%,68.09%,20.91%,0.00%,NR,NR,NR,NR,96.17%,73.88%,72.58%,73.49%
24345,Kevin Pangos,Gonzaga,2014,Guard,34.09%,13.30%,81.32%,0.00%,NR,NR,NR,NR,84.25%,66.11%,40.23%,50.79%
24350,Dantley Walker,UNLV,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,34.82%,NR,NR,NR
24357,Jarvis Threatt,Delaware,2011,Guard,64.26%,38.34%,81.86%,74.54%,NR,54.10%,54.89%,74.78%,67.72%,26.57%,51.11%,47.69%
24357,Jarvis Threatt,Delaware,2012,Guard,77.34%,16.28%,45.87%,54.29%,NR,48.87%,37.14%,14.89%,57.32%,12.66%,51.11%,66.88%
24357,Jarvis Threatt,Delaware,2013,Guard,88.36%,38.17%,53.22%,96.10%,44.60%,39.36%,37.60%,45.94%,48.63%,NR,NR,NR
24361,Reese Morgan,Cal Poly,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,77.36%,92.25%,33.48%,61.62%
24361,Reese Morgan,Cal Poly,2013,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,43.70%,NR,NR,NR
24361,Reese Morgan,Cal Poly,2014,Guard,34.53%,68.81%,29.93%,0.00%,NR,NR,NR,NR,67.72%,72.80%,77.18%,21.24%
24361,Reese Morgan,Cal Poly,2015,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,95.64%,91.03%,77.18%,76.72%
24364,Jordan Baker,Pepperdine,2011,Guard,27.59%,73.93%,80.29%,36.20%,NR,92.27%,64.77%,55.52%,61.20%,25.34%,5.78%,26.32%
24364,Jordan Baker,Pepperdine,2012,Guard,47.12%,15.33%,43.44%,36.20%,NR,82.60%,37.14%,15.62%,50.98%,21.23%,73.75%,5.48%
24364,Jordan Baker,San Jose State,2014,Guard,NR,NR,NR,54.29%,NR,98.58%,11.41%,62.87%,40.83%,NR,NR,NR
24365,Anthony Hickey,LSU,2011,Guard,56.57%,58.25%,91.08%,0.00%,NR,62.28%,33.08%,68.17%,73.62%,27.25%,31.04%,24.07%
24365,Anthony Hickey,LSU,2012,Guard,50.54%,65.14%,94.79%,0.00%,NR,42.33%,56.98%,65.01%,86.66%,42.58%,40.80%,41.22%
24365,Anthony Hickey,LSU,2013,Guard,11.57%,74.73%,84.88%,0.00%,NR,43.45%,28.62%,67.58%,93.43%,74.94%,74.11%,65.49%
24365,Anthony Hickey,Oklahoma State,2014,Guard,54.89%,46.09%,88.05%,0.00%,NR,42.60%,27.51%,67.82%,80.84%,38.36%,74.06%,36.15%
24366,Indiana Faithfull,Wofford,2012,Guard,66.19%,6.84%,17.39%,0.00%,NR,NR,NR,NR,43.70%,NR,NR,NR
24366,Indiana Faithfull,Wofford,2013,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
24367,Dwaun Anderson,Wagner,2012,Guard,81.02%,35.52%,49.52%,80.54%,NR,NR,NR,NR,34.82%,NR,NR,NR
24367,Dwaun Anderson,Wagner,2013,Guard,83.57%,42.33%,42.93%,96.83%,31.96%,NR,NR,NR,43.70%,NR,NR,NR
24367,Dwaun Anderson,Wagner,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
24367,Dwaun Anderson,Wagner,2015,Guard,93.88%,42.65%,79.33%,99.54%,36.75%,NR,NR,NR,43.70%,NR,NR,NR
24369,Jabarie Hinds,West Virginia,2011,Guard,79.19%,82.44%,63.52%,54.29%,NR,69.10%,11.09%,59.28%,34.82%,NR,NR,NR
24369,Jabarie Hinds,West Virginia,2012,Guard,73.45%,11.37%,87.32%,54.29%,NR,62.11%,21.57%,55.58%,53.30%,11.86%,19.14%,21.61%
24369,Jabarie Hinds,Massachusetts,2014,Guard,75.67%,47.04%,82.03%,66.10%,NR,63.19%,56.98%,93.15%,50.98%,9.20%,96.37%,21.75%
24369,Jabarie Hinds,Massachusetts,2015,Guard,80.27%,47.05%,85.63%,84.78%,100.00%,22.11%,87.90%,39.43%,79.63%,18.62%,51.11%,48.79%
24635,Marquis Rankin,Virginia Tech,2011,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,17.42%,NR,NR,NR
24635,Marquis Rankin,Virginia Tech,2012,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,53.30%,70.64%,38.85%,73.15%
24637,Junior Lomomba,Cleveland State,2012,Guard,NR,NR,NR,36.20%,NR,93.49%,48.44%,67.21%,31.37%,NR,NR,NR
24637,Junior Lomomba,Providence,2014,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
24637,Junior Lomomba,Providence,2015,Guard,67.33%,57.53%,71.12%,0.00%,NR,68.59%,27.51%,72.56%,46.15%,NR,NR,NR
24637,Junior Lomomba,Western Kentucky,2016,Guard,33.26%,25.56%,14.77%,0.00%,NR,92.55%,86.96%,55.27%,40.83%,NR,NR,NR
24640,Cezar Guerrero,Oklahoma State,2011,Guard,NR,NR,NR,0.00%,NR,88.71%,48.44%,37.33%,53.30%,45.61%,19.14%,30.06%
24640,Cezar Guerrero,Fresno State,2013,Guard,20.12%,49.61%,49.26%,0.00%,NR,79.41%,90.14%,74.16%,90.71%,49.29%,41.35%,38.91%
24640,Cezar Guerrero,Fresno State,2014,Guard,53.57%,45.85%,72.35%,0.00%,NR,NR,NR,NR,48.63%,NR,NR,NR
24640,Cezar Guerrero,Fresno State,2015,Guard,30.93%,1.08%,59.14%,0.00%,NR,69.19%,21.31%,53.30%,67.72%,48.44%,33.48%,16.43%
24642,Chris Wilson,Saint Joseph's,2011,Guard,80.59%,64.82%,61.90%,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
24642,Chris Wilson,Saint Joseph's,2012,Guard,65.64%,69.00%,87.30%,0.00%,NR,53.43%,50.72%,82.14%,63.08%,25.25%,30.71%,36.35%
24642,Chris Wilson,Saint Joseph's,2013,Guard,62.95%,68.09%,31.53%,0.00%,NR,NR,NR,NR,72.16%,49.56%,61.72%,24.16%
24642,Chris Wilson,Saint Joseph's,2014,Guard,50.44%,69.00%,86.35%,0.00%,NR,41.55%,33.08%,90.18%,79.63%,43.35%,51.11%,43.52%
24644,Terry Rozier,Louisville,2013,Guard,75.42%,31.59%,91.08%,66.10%,NR,NR,NR,NR,67.72%,30.72%,84.75%,50.79%
24644,Terry Rozier,Louisville,2014,Guard,67.49%,29.30%,85.37%,90.33%,100.00%,48.87%,54.89%,27.70%,81.81%,24.49%,25.91%,52.99%
24646,Siyani Chambers,Harvard,2012,Guard,45.90%,25.96%,74.24%,0.00%,NR,90.82%,86.96%,93.33%,59.37%,12.81%,78.50%,17.89%
24646,Siyani Chambers,Harvard,2013,Guard,51.37%,35.52%,92.29%,0.00%,NR,76.46%,18.62%,93.31%,74.83%,24.06%,28.42%,31.10%
24646,Siyani Chambers,Harvard,2014,Guard,47.27%,5.82%,76.11%,0.00%,NR,92.06%,48.91%,81.45%,48.63%,NR,NR,NR
24646,Siyani Chambers,Harvard,2016,Guard,45.80%,31.78%,73.75%,0.00%,NR,81.12%,73.83%,82.00%,64.83%,24.51%,93.90%,47.08%
24647,Montay Brandon,Florida State,2012,Guard,75.73%,45.85%,60.29%,54.29%,NR,NR,NR,NR,31.37%,NR,NR,NR
24647,Montay Brandon,Florida State,2013,Guard,72.53%,65.21%,43.71%,92.47%,36.47%,77.97%,20.65%,77.12%,43.70%,NR,NR,NR
24647,Montay Brandon,Florida State,2014,Guard,93.10%,58.01%,58.94%,98.57%,20.71%,25.62%,48.44%,38.74%,22.79%,NR,NR,NR
24647,Montay Brandon,Florida State,2015,Guard,93.44%,70.66%,30.94%,74.54%,NR,NR,NR,NR,0.00%,NR,NR,NR
24649,Dominic Artis,Oregon,2012,Guard,47.54%,28.39%,81.32%,36.20%,NR,75.24%,33.08%,79.33%,67.72%,27.92%,51.11%,42.14%
24649,Dominic Artis,Oregon,2013,Guard,86.26%,6.84%,77.29%,36.20%,NR,NR,NR,NR,43.70%,NR,NR,NR
24649,Dominic Artis,UTEP,2015,Guard,53.38%,51.71%,87.79%,0.00%,NR,69.75%,64.24%,76.27%,82.68%,26.78%,66.19%,67.23%
24649,Dominic Artis,UTEP,2016,Guard,65.83%,64.82%,63.73%,66.10%,NR,72.67%,56.39%,31.45%,64.83%,14.58%,40.80%,16.99%
